Symbol,Average Return,Risk,Return-to-Risk
HES,0.025498419442585345,0.13565695508568576,0.1879624927927922
HUBB,0.015753740293735514,0.0838474328944896,0.1878857795629762
SMTI,0.04630882841014172,0.24648780974080606,0.18787472069648276
PAR,0.03514915370818989,0.18731289197266082,0.18764941023557563
ARCB,0.026660687903095535,0.1420992629096652,0.1876201702752263
RVYL,0.1724776447811427,0.9210837308915528,0.18725512024210314
GLP,0.023725709898711943,0.12704289359163817,0.1867535383362328
SOTK,0.02396644445280702,0.12839127695863292,0.1866672333240279
SE,0.03367309025903226,0.1805999992233374,0.18645122039779596
APO,0.02112201707021456,0.11335512795353138,0.186334905632794
SMPL,0.019843396893014748,0.10656449020221298,0.18621021745011518
CLMB,0.022914760780965736,0.12325799702389348,0.18590891734613962
ANF,0.031048036328163574,0.1674191345793015,0.1854509426666343
CPRX,0.03561238767903712,0.19204165773754775,0.18544095119042617
CHD,0.011731329240004673,0.06326422221996099,0.1854338649610906
MELI,0.025847105647514267,0.13939853958611728,0.18541876926584663
ENTG,0.020546824837763603,0.11094749097510535,0.18519413694874765
CCRD,0.03509522652702832,0.1895980098191233,0.18510334871399334
VRTX,0.013915820235068651,0.07534833254078446,0.18468650553794685
MLI,0.01808711146831217,0.09803653886535164,0.1844935743106346
DE,0.016239072055212023,0.08802753844120081,0.18447718001406038
CHDN,0.018812010503008077,0.10203336285500904,0.1843711701410864
AMLI,0.06376554859450305,0.3461844127013637,0.18419531976302603
GFI,0.03304993133148508,0.1796485898384528,0.18396989011271894
GOOG,0.014013811124957845,0.07623949477382694,0.18381301143890574
KAI,0.015465078945133012,0.08421321261967665,0.18364195432106759
AMRC,0.031927068378358556,0.17393024657792414,0.18356248557409252
MSA,0.013856297699247564,0.07548727218966113,0.1835580661125724
FSV,0.014537547080097217,0.07923045353894813,0.18348433500952818
WSO,0.014499869286573151,0.07912024642229401,0.18326370230423686
PRFT,0.02118712517986859,0.11567559129631504,0.18315986062777556
ARWR,0.039008553026724124,0.2130213760980319,0.18312036914442092
EURN,0.020459660536013807,0.11189065061009319,0.1828540671133449
QRHC,0.03125018584755434,0.1711844275749217,0.18255273736203123
UTI,0.0250380837630476,0.13725650280031976,0.18241819696858305
IT,0.01685924224418727,0.09243219837475386,0.18239577269204127
MGNI,0.04513535847092908,0.24746012617399404,0.18239446964151926
BLD,0.023253059506792403,0.12752361145980642,0.18234316955587027
ELA,0.04100051407350608,0.22534625364930386,0.18194451165499878
PCAR,0.012810060730007997,0.07050395200578712,0.18169280395737986
CP,0.012920236603328574,0.07128770419026975,0.18124074481125024
DMLP,0.01976824684887234,0.10924447433929756,0.1809542035734917
AAON,0.016285487583290334,0.09006328753531795,0.18082270844159498
KKR,0.017925347127258795,0.09925338034219226,0.18060188041413028
BBW,0.04256842544827652,0.2357425537081724,0.1805716650587077
LRN,0.026844012668160763,0.14872237569334937,0.1804974708278627
SOBR,0.1275986656385276,0.7069536247754934,0.18049085706159154
ORCL,0.013543782774848294,0.07507971397384221,0.18039204011308502
GOOGL,0.013690100678116351,0.07590077853757242,0.1803683828004409
FIVE,0.02061945886497318,0.11436671758952136,0.18029247756309133
HURN,0.01749742862294467,0.09724456819963326,0.1799321951538128
TMO,0.011966771509539792,0.06675094151577522,0.1792749471063519
ICLR,0.014562882225732331,0.08154014448466279,0.17859769954750965
UFPI,0.020487125640138115,0.11473857878118923,0.17855481441170568
ETSY,0.034294742296051964,0.19216819970943774,0.17846210948484878
TPX,0.02234282958964922,0.12557295701499713,0.17792708016727538
KFRC,0.016401037916005917,0.09248196272886623,0.17734309947648516
SSD,0.01701080900781213,0.09593197359747856,0.17732157871772625
SKY,0.025605642093101115,0.14442377062113776,0.17729520551205918
GJO,0.003552988719723808,0.020059821745479524,0.1771196556382398
GF=F,0.00822205878010499,0.046428609007476335,0.17709035346678173
MCVT,0.06891349407439518,0.38921843807659484,0.17705608813124518
LFMD,0.0791312796298539,0.4469603913868681,0.1770431589795203
HLIT,0.021200967537120752,0.1199318950375157,0.1767750566310064
UEC,0.03747889081764222,0.21228943026398664,0.17654619342581673
AMAT,0.019875881984920813,0.11273969197765607,0.17629888494692733
J,0.012090302400812207,0.06869631328582089,0.17599637917261682
V,0.011713359298916065,0.06655777905007003,0.17598783291888914
ISSC,0.02313611813542286,0.131637973434238,0.17575565417664915
HCC,0.02170545855246966,0.12356254918171117,0.17566373222479895
SO,0.010150413094205894,0.057796555200894106,0.1756231501847167
QLYS,0.018152882550721033,0.10352147937414338,0.17535377837012528
ABG,0.02075956543028769,0.1184018299507969,0.1753314576211748
PBT,0.02362122729206299,0.13475095297950387,0.17529543776700315
HLNE,0.017381931708414514,0.09926441738157059,0.17510737650933555
IRMD,0.023171158988768193,0.13245934864836184,0.17493034070611638
DSGR,0.020714765680150706,0.11851386716447611,0.1747876951091496
SPGI,0.012421988484302815,0.07114556752356595,0.17459961198831128
FBP,0.01829888029846198,0.10510544862254258,0.17410020639536392
TRGP,0.0318138285201313,0.18294529185836272,0.17389804458461683
SUN,0.01864398580115921,0.10736387119364318,0.17365232450991472
EXPO,0.013312663915194334,0.07671982486620385,0.17352312701979
VCYT,0.03143067386100964,0.18127346731154012,0.1733881650037193
ALPP,0.27607593378788897,1.592309835153818,0.17338078789246433
POCI,0.03811880285206499,0.21987288798418042,0.17336745426661057
PHM,0.019132634770299754,0.11042013895344585,0.17327124337677433
SEAS,0.03086563290366657,0.178193279167564,0.1732143493169688
DRD,0.0337193420823899,0.19494078618762434,0.172972227833
RCMT,0.033028521095221156,0.1910551305562061,0.172874295492968
BKE,0.020709979797177015,0.1197991772158697,0.17287247106763584
CWCO,0.017149131366144467,0.09921111257363488,0.17285494458512712
JOE,0.0190726479798475,0.1103967410448759,0.17276459249910767
AIT,0.015566987674300637,0.09023338915603342,0.17251915083652553
ON,0.023689004523550366,0.1373507402903629,0.17247089075363714
THC,0.030487673099951783,0.17683108203679235,0.1724112794469491
BCC,0.02163164495588475,0.12550106855604112,0.17236223726832553
EXLS,0.01475789201382206,0.0856521213233461,0.1723003678812508
MXC,0.030840384826404655,0.17912492669381835,0.17217249098513637
MPC,0.022777376493474635,0.1324243860390608,0.1720028853806131
KNW,0.07672577626248861,0.4466801162714789,0.1717689538162853
MBIN,0.017702476299378767,0.1032289752910869,0.17148747480502455
ADP,0.011420888704922715,0.06663068486171077,0.17140584294797956
REPX,0.03586081092464011,0.20967447922372964,0.1710308810943817
CEIX,0.04038085910463698,0.23612887353403328,0.17101194995882993
RDNT,0.02482427323686622,0.14548064436699618,0.17063626123516035
AFL,0.01212981453676839,0.07110905100633606,0.17058045867730087
DGII,0.01980730482276638,0.11622389800043954,0.17042368362736787
ANET,0.020639823091115034,0.12111890194729438,0.17040959552371585
STLD,0.020484666778643964,0.12023075106415222,0.17037793241193214
DAR,0.018611806693623154,0.1092534524694296,0.17035440320598524
PLUG,0.047529130635845886,0.27906877860180257,0.17031332159038906
MVO,0.0240741656798795,0.14137124100653564,0.17029040353947622
TNET,0.017700678416132577,0.1039922939096568,0.17021144308548503
RILY,0.026641127573237722,0.1568431226567023,0.1698584363915639
PANL,0.020794029950378483,0.12242095538305671,0.1698567854279008
PI,0.03768771393240981,0.22209822504010782,0.16968939722775334
CSGP,0.013438071575131497,0.0793189048427601,0.1694182692230914
IIPR,0.02586946620569641,0.15273773428690526,0.1693718079980337
USAC,0.02247298837203139,0.1327946080870459,0.16923118111317073
SB=F,0.013370941771789576,0.07909679687252658,0.16904530019513128
PAYC,0.02265928825890945,0.13406260321193522,0.1690202018760453
ATEC,0.032587286931573256,0.19293234927659508,0.16890525126429107
MARA,0.08165679873368134,0.4835363382800441,0.16887417194773297
FELE,0.01231296648378717,0.07294668534765276,0.1687940504096307
IDT,0.029198323143622307,0.17308085229915593,0.1686975928056757
MHO,0.025012427758572528,0.1482741991431902,0.16869035815474356
AMPH,0.018934676788501748,0.11234048305426962,0.16854722601962424
RYI,0.03053971238581039,0.1813197431447473,0.16843015468773623
BELFA,0.02760517328837552,0.16389976425233638,0.16842716897307564
BELFB,0.02813545930572614,0.16710725992026862,0.1683676658880669
EVTC,0.014502883024580282,0.0861425714270481,0.16835906781425017
ACN,0.012261162359164739,0.07299162018601824,0.16798041101043268
ADUS,0.017345494729660488,0.1035600499760231,0.16749214328958348
AZPN,0.0174441755364023,0.1042282653031511,0.16736511430623335
ABR,0.022899563220096467,0.13702828078903767,0.16711559897151132
PRPH,0.03604082015584041,0.21615783257646223,0.1667338154081998
FNGR,0.14294161106946937,0.8575925924965185,0.16667775855357525
FERG,0.014639526535931847,0.08783333654553652,0.16667392030976869
RBA,0.014523011193295413,0.0871619960484478,0.1666209110817402
LECO,0.01210275467153638,0.07267473844509528,0.16653317136710216
NOVT,0.016859330074926824,0.1012722385955732,0.16647533725657937
CHCI,0.03292601444514712,0.19785985592511637,0.16641078753038493
ESQ,0.014053347379582758,0.08447436437743149,0.16636227432019965
MSTR,0.040779063608398676,0.24545212487838516,0.16613856420515238
RELX,0.00995626677127418,0.0599378240351384,0.16610991359041236
SIGI,0.011452919162729976,0.06898517829543048,0.1660199980013476
DNN,0.03175175447976204,0.19125279967289097,0.16601981531286666
OTTR,0.010951155624504627,0.06598726260441855,0.1659586288668282
VOC,0.02560762775848293,0.15431205258899008,0.16594703607947467
INFY,0.013304783569800992,0.08018306872773419,0.16593008699851688
DIOD,0.019755646456364958,0.11908379192563126,0.16589702206243576
MCD,0.009011725406151772,0.05437272187586868,0.1657398249571775
AGM,0.015250809781541357,0.09216370828992025,0.1654752186572912
ATS,0.021246452863275898,0.12841386490070966,0.165452950736307
MCO,0.012825547617042469,0.07758298637648628,0.1653139201783758
PRI,0.013820228788095423,0.0836194048085806,0.16527537860060518
TDY,0.012522968609458318,0.0758628735406361,0.16507374457349502
POWL,0.02327947660202057,0.141301257185397,0.1647506686474579
BSX,0.010443892023403926,0.06339770276583147,0.16473612714296515
CYCCP,0.020632616850292985,0.12530757312421112,0.16465578524803848
IBN,0.01530757912026129,0.09306219228743164,0.16448762643568876
CNQ,0.020776369310258766,0.12633059872580873,0.16446030906061282
GTLS,0.026585254923530522,0.16167446430984292,0.1644369445540942
HEAR,0.05810876969187758,0.35373730853042684,0.16427096687450296
CVE,0.030902384805420263,0.18815652496565433,0.16423764634822585
IDXX,0.015283692594446103,0.09307592158007548,0.16420672860377933
UAN,0.03276125134536086,0.19965035195452913,0.164093130939345
HCA,0.017892418638431048,0.10914371206726708,0.16393448875372366
NUE,0.02090827279030343,0.1276481604938515,0.16379611511370373
DIT,0.019910250011827668,0.12155907659954233,0.16379073096630145
ADM,0.011805499610894825,0.07214496439085609,0.1636358089656372
MVIS,0.06668458968623286,0.40779327610547017,0.16352547624886735
SNEX,0.016129452728982283,0.0988380589614164,0.16319070708661698
DFIN,0.023526186800323538,0.14423852076313953,0.1631061291799916
REGN,0.014957311989344446,0.09170650620447941,0.16309979093515892
FTLF,0.2225110069340338,1.3647928964033607,0.1630364632761624
CIVI,0.02724913503212907,0.16737344157840667,0.16280441374185473
ALTR,0.017503866401012882,0.1075508404316648,0.16274969429117958
CNXN,0.014377176990918172,0.08839204019070347,0.16265239449049707
ABAT,0.10170831370616602,0.62538528749453,0.16263304516426702
ELS,0.009177019220441967,0.05648790743228379,0.1624598898701131
AME,0.011845878286341593,0.0729447036345905,0.1623953172211431
AIZ,0.009984709623743758,0.06150423024744991,0.16234183540826844
BGI,0.044760075867956564,0.27634451262712345,0.16197200893347258
UONEK,0.048862343188723206,0.3017049396925083,0.16195407088303806
RDY,0.01237529029118931,0.07649071756868113,0.1617881317439272
ARCT,0.04971497054364712,0.30732238754922586,0.1617681384688707
WMT,0.00876142830867891,0.05430064635881945,0.161350350247827
SM,0.06572163619345998,0.40734143268461975,0.16134287091866822
APPS,0.042257216584679125,0.2621046765910658,0.16122267307198257
HMY,0.030390352022781036,0.18872083912081553,0.16103336634342594
AVNW,0.03008694281141642,0.18685341948120338,0.16101895750665152
IR,0.01507904594665583,0.09365378975355934,0.16100839043817494
WTM,0.00976807565949857,0.061006675551741885,0.16011486564636562
PACB,0.03857800447695368,0.2412015943415395,0.15994091822762802
VALU,0.020042836661169426,0.1254927564960731,0.1597130959649978
UPBD,0.02583086229502845,0.16179917596243282,0.1596476752207067
AMP,0.014964836132508458,0.09375967020519488,0.15960845531727683
PAYX,0.010930660698829111,0.06854475414922813,0.15946750170016036
HUM,0.011980049441145241,0.07517934787162814,0.1593529310948756
MTH,0.021831087257787346,0.1370909475954365,0.15924528672901275
